country,city,date,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,et0_fao_evapotranspiration
China, Shenzhen,2023-09-15 00:00:00+00:00,22.5415,114.0596,28.8155,24.765501,25.846754,35.28318,29.752537,31.06338,15.699999,12.287555,2.0711572
China, Shenzhen,2023-09-16 00:00:00+00:00,22.5415,114.0596,29.4155,24.9155,26.35092,35.20806,30.443642,31.540998,7.3999996,12.7279215,2.4445298
China, Shenzhen,2023-09-17 00:00:00+00:00,22.5415,114.0596,29.6655,24.515501,26.832167,35.913437,30.140472,32.647366,9.3,12.181625,2.9682617
China, Shenzhen,2023-09-18 00:00:00+00:00,22.5415,114.0596,31.515501,24.9655,27.850916,38.897694,31.301632,34.355934,1.3000001,8.311245,3.8587534
China, Shenzhen,2023-09-19 00:00:00+00:00,22.5415,114.0596,31.5655,25.4655,27.79467,40.39212,31.519936,34.610096,2.3,10.086427,4.115339
China, Shenzhen,2023-09-20 00:00:00+00:00,22.5415,114.0596,31.7155,25.7155,28.148836,39.369385,32.22856,35.178288,0.7,7.8954163,3.8886273
China, Shenzhen,2023-09-21 00:00:00+00:00,22.5415,114.0596,32.1655,23.4155,27.753,39.73744,27.461653,33.86798,6.1,11.659777,4.2010574
China, Shenzhen,2023-09-22 00:00:00+00:00,22.5415,114.0596,31.5655,24.3155,27.121756,39.941322,28.85506,33.00957,3.6999998,10.086427,3.371036
China, Shenzhen,2023-09-23 00:00:00+00:00,22.5415,114.0596,31.6155,25.2155,27.882166,37.900406,29.78762,33.484966,3.1,13.049689,3.9691246
China, Shenzhen,2023-09-24 00:00:00+00:00,22.5415,114.0596,31.5655,25.6155,27.769667,37.537064,30.068523,33.17753,8.2,16.93531,3.85662
China, Shenzhen,2023-09-25 00:00:00+00:00,22.5415,114.0596,32.0655,25.5655,28.2405,37.750874,29.65955,33.297176,0.5,15.815435,4.4834285
China, Shenzhen,2023-09-26 00:00:00+00:00,22.5415,114.0596,31.6655,26.3655,28.432165,36.92099,31.44191,33.485397,0.0,21.349546,4.4411793
China, Shenzhen,2023-09-27 00:00:00+00:00,22.5415,114.0596,32.0155,25.1655,28.446753,37.158672,30.160069,33.64212,0.9000001,14.154915,4.426967
China, Shenzhen,2023-09-28 00:00:00+00:00,22.5415,114.0596,31.9155,25.0655,28.321753,36.74574,31.210503,33.73469,0.6,17.294992,4.365228
China, Shenzhen,2023-09-29 00:00:00+00:00,22.5415,114.0596,30.765501,24.4155,27.590502,37.52928,29.353065,33.584476,3.6,11.252519,3.5221746
China, Shenzhen,2023-09-30 00:00:00+00:00,22.5415,114.0596,32.8155,24.265501,27.619667,39.22172,28.887589,33.55617,2.7,16.56,3.8686702
China, Shenzhen,2023-10-01 00:00:00+00:00,22.5415,114.0596,33.115498,24.9655,28.123833,39.16052,29.902126,33.5793,1.3000001,12.849528,4.184441
China, Shenzhen,2023-10-02 00:00:00+00:00,22.5415,114.0596,30.9155,25.265501,27.84258,36.662323,31.455437,33.417233,1.0,14.77755,3.6226754
China, Shenzhen,2023-10-03 00:00:00+00:00,22.5415,114.0596,31.765501,25.265501,28.032166,37.609455,30.842224,33.987125,3.0000002,13.708391,3.8141932
China, Shenzhen,2023-10-04 00:00:00+00:00,22.5415,114.0596,33.8155,25.015501,29.080084,40.13399,27.162998,34.178143,0.3,16.263872,4.6779213
China, Shenzhen,2023-10-05 00:00:00+00:00,22.5415,114.0596,32.8155,24.1655,27.930084,35.35649,25.172714,30.323204,0.0,20.418695,5.241928
China, Shenzhen,2023-10-06 00:00:00+00:00,22.5415,114.0596,30.765501,21.4655,26.16967,33.18951,22.377125,28.062227,10.0,17.771753,4.4469504
China, Shenzhen,2023-10-07 00:00:00+00:00,22.5415,114.0596,23.6155,20.2155,21.828001,24.463146,19.852764,22.295364,22.1,24.905132,1.7151545
China, Shenzhen,2023-10-08 00:00:00+00:00,22.5415,114.0596,22.8655,20.6655,21.79258,23.77925,20.093685,21.855902,90.8,32.726357,1.0434908
China, Shenzhen,2023-10-09 00:00:00+00:00,22.5415,114.0596,23.4655,20.9155,21.963417,26.283985,22.105652,24.077522,32.600006,21.479664,0.7497645
China, Shenzhen,2023-10-10 00:00:00+00:00,22.5415,114.0596,26.4655,20.2155,23.255083,29.46833,20.911005,25.259031,4.0,18.899143,2.4727955
China, Shenzhen,2023-10-11 00:00:00+00:00,22.5415,114.0596,27.515501,20.1155,23.544668,30.389297,21.425484,25.672323,0.0,15.580141,3.3682134
China, Shenzhen,2023-10-12 00:00:00+00:00,22.5415,114.0596,27.8155,20.9155,24.275919,32.162346,22.411642,26.788752,0.0,13.324863,3.4209998
China, Shenzhen,2023-10-13 00:00:00+00:00,22.5415,114.0596,28.5655,20.8655,24.509249,32.755997,22.372143,27.096163,0.0,14.291592,3.6552486
China, Shenzhen,2023-10-14 00:00:00+00:00,22.5415,114.0596,28.6655,21.6155,24.815498,32.271217,22.358627,27.444305,0.0,14.773164,3.898386
China, Shenzhen,2023-10-15 00:00:00+00:00,22.5415,114.0596,27.9655,21.5655,24.667582,30.623653,22.434958,27.467125,0.0,16.323528,3.5282755
China, Shenzhen,2023-10-16 00:00:00+00:00,22.5415,114.0596,27.9155,22.4155,24.550919,30.028477,22.403585,26.276087,0.0,19.06301,3.6364584
China, Shenzhen,2023-10-17 00:00:00+00:00,22.5415,114.0596,26.4155,21.015501,23.600916,26.50361,21.352587,24.081045,12.599999,21.566975,3.40565
China, Shenzhen,2023-10-18 00:00:00+00:00,22.5415,114.0596,25.8155,22.2155,24.0655,27.84021,23.630714,26.538088,9.2,23.857979,1.5804628
China, Shenzhen,2023-10-19 00:00:00+00:00,22.5415,114.0596,25.8155,23.2155,24.488417,29.680325,27.068483,28.313744,6.9,17.811815,1.1370126
China, Shenzhen,2023-10-20 00:00:00+00:00,22.5415,114.0596,26.765501,18.515501,22.38217,30.880207,17.697716,23.858658,8.2,19.95972,2.1272354
China, Shenzhen,2023-10-21 00:00:00+00:00,22.5415,114.0596,23.5655,17.4655,19.83425,24.290703,17.735806,20.297087,1.0,18.218275,1.824658
China, Shenzhen,2023-10-22 00:00:00+00:00,22.5415,114.0596,23.8655,19.515501,21.571749,25.634342,19.941734,23.277876,0.1,12.879752,2.434861
China, Shenzhen,2023-10-23 00:00:00+00:00,22.5415,114.0596,28.515501,22.1655,24.634249,31.725323,24.57518,28.093948,0.0,12.538134,3.1942947
China, Shenzhen,2023-10-24 00:00:00+00:00,22.5415,114.0596,29.8155,23.1155,25.675919,34.5516,27.083735,29.837622,0.0,11.440979,3.6345112
China, Shenzhen,2023-10-25 00:00:00+00:00,22.5415,114.0596,29.5655,22.6655,25.511337,34.320847,26.143353,29.453424,0.0,12.6462,3.5731187
China, Shenzhen,2023-10-26 00:00:00+00:00,22.5415,114.0596,28.7155,21.9155,24.767586,32.949554,25.6878,28.629793,0.0,11.792404,3.588272
China, Shenzhen,2023-10-27 00:00:00+00:00,22.5415,114.0596,30.1655,23.2155,25.832169,35.069553,27.454096,30.31231,6.2999997,10.483357,3.4307284
China, Shenzhen,2023-10-28 00:00:00+00:00,22.5415,114.0596,28.3655,22.015501,24.455084,32.4361,24.5245,28.343409,5.6999993,13.556282,2.1983495
China, Shenzhen,2023-10-29 00:00:00+00:00,22.5415,114.0596,27.2155,22.015501,24.24675,30.096,25.327692,27.73381,0.5,14.404499,2.2796285
China, Shenzhen,2023-10-30 00:00:00+00:00,22.5415,114.0596,27.7155,21.015501,24.169664,30.627716,23.441998,27.115023,0.4,13.237038,2.9196553
China, Shenzhen,2023-10-31 00:00:00+00:00,22.5415,114.0596,28.4155,20.015501,23.950918,30.899586,22.230474,26.402275,0.0,12.096214,3.724134
China, Shenzhen,2023-11-01 00:00:00+00:00,22.5415,114.0596,28.4155,20.9655,24.086334,31.648354,23.806599,26.99505,0.0,10.24578,3.7230613
China, Shenzhen,2023-11-02 00:00:00+00:00,22.5415,114.0596,28.5655,21.7155,24.257166,32.745506,25.41881,27.748672,0.0,9.746631,3.2421095
China, Shenzhen,2023-11-03 00:00:00+00:00,22.5415,114.0596,28.5655,21.9655,24.923834,33.333736,25.999514,29.172583,1.0,8.557102,3.1163256
China, Shenzhen,2023-11-04 00:00:00+00:00,22.5415,114.0596,29.4655,22.015501,25.048834,33.551064,26.013832,28.813675,0.2,11.874544,3.4794836
China, Shenzhen,2023-11-05 00:00:00+00:00,22.5415,114.0596,30.9655,22.0655,25.555084,35.13845,25.835169,29.57531,0.0,10.233123,3.5523849
China, Shenzhen,2023-11-06 00:00:00+00:00,22.5415,114.0596,29.5655,19.765501,24.821753,31.66211,18.865074,25.618568,0.1,20.291357,4.496044
China, Shenzhen,2023-11-07 00:00:00+00:00,22.5415,114.0596,27.265501,21.3655,24.228003,28.926609,21.098658,26.417131,0.3,15.745627,3.0080307
China, Shenzhen,2023-11-08 00:00:00+00:00,22.5415,114.0596,27.8655,23.265501,24.886337,30.212502,24.517525,27.236956,0.0,17.294992,3.3497748
China, Shenzhen,2023-11-09 00:00:00+00:00,22.5415,114.0596,27.0655,23.4655,24.994669,29.480465,27.02399,28.370039,2.1000001,18.214718,2.1648364
China, Shenzhen,2023-11-10 00:00:00+00:00,22.5415,114.0596,29.5655,23.6655,25.87175,34.37132,27.170517,30.564133,3.1999998,13.896187,2.5649257
China, Shenzhen,2023-11-11 00:00:00+00:00,22.5415,114.0596,27.765501,19.5655,24.182167,30.374702,18.827574,26.352402,0.3,20.431387,2.6496508
China, Shenzhen,2023-11-12 00:00:00+00:00,22.5415,114.0596,25.2155,16.1155,20.478,25.665798,14.092815,19.463934,0.0,23.904108,3.8968797
China, Shenzhen,2023-11-13 00:00:00+00:00,22.5415,114.0596,22.8655,13.915501,18.128,21.857903,12.114019,16.563158,0.0,18.39878,3.3028555
China, Shenzhen,2023-11-14 00:00:00+00:00,22.5415,114.0596,23.1155,15.0655,18.821749,23.163082,13.069086,18.223553,0.0,14.113652,2.6595583
China, Shenzhen,2023-11-15 00:00:00+00:00,22.5415,114.0596,25.4655,16.4155,21.200918,26.45415,15.341698,22.303663,0.0,15.2947035,3.2695282
China, Shenzhen,2023-11-16 00:00:00+00:00,22.5415,114.0596,22.265501,12.6155,17.278002,22.927526,8.693083,14.602843,0.0,25.699057,3.2278173
China, Shenzhen,2023-11-17 00:00:00+00:00,22.5415,114.0596,21.7155,12.415501,16.375916,18.018755,8.821231,13.069622,0.0,22.553934,4.3812695
China, Shenzhen,2023-11-18 00:00:00+00:00,22.5415,114.0596,23.0655,13.1155,17.392584,20.306013,10.697414,15.183586,0.0,17.49615,3.9745972
China, Shenzhen,2023-11-19 00:00:00+00:00,22.5415,114.0596,23.8655,14.0155,18.444666,23.477346,13.928814,18.135872,0.0,9.83268,2.8377132
China, Shenzhen,2023-11-20 00:00:00+00:00,22.5415,114.0596,25.015501,16.4655,19.984253,24.771849,16.721434,20.084356,0.0,10.594036,3.401235
China, Shenzhen,2023-11-21 00:00:00+00:00,22.5415,114.0596,26.015501,16.2655,20.394667,26.444855,17.3534,20.916605,0.0,12.496719,3.4951782
China, Shenzhen,2023-11-22 00:00:00+00:00,22.5415,114.0596,26.7155,14.8655,20.7905,27.600039,15.582993,22.168718,0.0,11.879999,2.983475
China, Shenzhen,2023-11-23 00:00:00+00:00,22.5415,114.0596,28.2155,16.9655,21.913416,29.60331,18.208998,23.703918,0.0,10.587917,3.259984
China, Shenzhen,2023-11-24 00:00:00+00:00,22.5415,114.0596,26.515501,16.7155,21.463419,24.968168,15.110134,20.79165,0.0,22.148045,4.088982
China, Shenzhen,2023-11-25 00:00:00+00:00,22.5415,114.0596,26.3655,16.2155,20.877998,25.587305,16.215815,20.526848,0.0,19.48661,3.7490935
China, Shenzhen,2023-11-26 00:00:00+00:00,22.5415,114.0596,27.015501,16.3655,20.848833,25.99695,16.876078,21.302809,0.0,16.73516,3.5771604
China, Shenzhen,2023-11-27 00:00:00+00:00,22.5415,114.0596,27.515501,16.5655,22.067583,27.275942,14.825335,21.626358,0.0,14.4,4.0992365
China, Shenzhen,2023-11-28 00:00:00+00:00,22.5415,114.0596,26.6155,18.0655,22.305084,26.099989,16.39123,22.017525,0.1,15.629972,4.0794797
China, Shenzhen,2023-11-29 00:00:00+00:00,22.5415,114.0596,26.0655,20.0655,22.661331,26.401093,20.253613,23.7172,0.0,15.84409,2.639707
China, Shenzhen,2023-11-30 00:00:00+00:00,22.5415,114.0596,28.2155,16.0655,22.534248,29.063766,13.333303,22.47267,0.0,19.681828,3.5406194
China, Shenzhen,2023-12-01 00:00:00+00:00,22.5415,114.0596,23.6155,14.8655,18.519667,21.533264,11.874588,16.033865,0.0,20.316889,3.8535352
China, Shenzhen,2023-12-02 00:00:00+00:00,22.5415,114.0596,22.015501,15.6155,19.346748,21.1239,12.744055,18.654507,0.0,13.324863,2.7849553
China, Shenzhen,2023-12-03 00:00:00+00:00,22.5415,114.0596,25.515501,16.765501,21.025917,25.215275,15.123463,20.556568,0.0,12.88981,3.4437828
China, Shenzhen,2023-12-04 00:00:00+00:00,22.5415,114.0596,24.5655,14.7655,20.21758,24.871752,13.673706,20.295362,0.0,12.6462,2.6739955
China, Shenzhen,2023-12-05 00:00:00+00:00,22.5415,114.0596,25.765501,15.6155,20.946749,26.189543,14.563316,21.503199,1.8000001,12.181625,3.1161063
China, Shenzhen,2023-12-06 00:00:00+00:00,22.5415,114.0596,23.6155,14.0155,18.803001,22.484156,11.953236,17.724789,0.0,18.014393,2.7988596
China, Shenzhen,2023-12-07 00:00:00+00:00,22.5415,114.0596,25.9155,14.5655,19.163416,23.364782,13.307825,17.85871,0.0,13.979872,3.655934
China, Shenzhen,2023-12-08 00:00:00+00:00,22.5415,114.0596,26.2155,16.9155,21.344667,25.262459,16.907389,21.78744,0.2,14.20062,3.3217666
China, Shenzhen,2023-12-09 00:00:00+00:00,22.5415,114.0596,28.765501,20.015501,23.321753,30.69366,22.050344,25.339418,0.0,13.779114,2.9962785
China, Shenzhen,2023-12-10 00:00:00+00:00,22.5415,114.0596,29.1155,20.9155,24.211334,31.219582,23.189447,26.316763,0.0,14.982228,3.3162215
China, Shenzhen,2023-12-11 00:00:00+00:00,22.5415,114.0596,29.515501,20.1655,24.707167,32.3232,19.707905,27.626116,0.0,17.31746,2.7338336
China, Shenzhen,2023-12-12 00:00:00+00:00,22.5415,114.0596,29.015501,18.3655,23.352999,29.62399,17.898176,23.19432,0.5,20.929594,4.182176
China, Shenzhen,2023-12-13 00:00:00+00:00,22.5415,114.0596,25.7155,20.1155,22.298834,26.535479,20.157362,23.200094,0.0,20.163212,2.5020716
China, Shenzhen,2023-12-14 00:00:00+00:00,22.5415,114.0596,28.3655,21.015501,23.650917,30.056149,21.835163,25.677053,0.0,19.191748,2.9888525
China, Shenzhen,2023-12-15 00:00:00+00:00,22.5415,114.0596,29.765501,12.415501,23.032166,32.702187,8.105054,24.67778,1.0,25.683926,3.1844287
China, Shenzhen,2023-12-16 00:00:00+00:00,22.5415,114.0596,18.0655,8.3655,12.43425,13.97756,3.696516,7.8445897,0.2,28.079998,3.460054
China, Shenzhen,2023-12-17 00:00:00+00:00,22.5415,114.0596,14.0155,8.915501,11.27175,10.911674,4.3741493,8.072685,0.0,16.434305,1.9171734
China, Shenzhen,2023-12-18 00:00:00+00:00,22.5415,114.0596,20.8655,12.8155,16.769667,21.223557,9.852487,15.4905,0.0,17.298738,2.207196
China, Shenzhen,2023-12-19 00:00:00+00:00,22.5415,114.0596,18.265501,8.1655,13.0946665,15.352438,4.3213587,10.047105,0.0,18.486622,2.2557218
China, Shenzhen,2023-12-20 00:00:00+00:00,22.5415,114.0596,15.915501,6.1654997,10.300917,11.76565,1.6124268,5.879976,0.0,21.758419,2.9212487
China, Shenzhen,2023-12-21 00:00:00+00:00,22.5415,114.0596,12.4655,4.9154997,9.038415,7.9065514,-0.97315574,4.002395,0.0,23.667091,2.4838917
China, Shenzhen,2023-12-22 00:00:00+00:00,22.5415,114.0596,11.4655,5.0155,9.182166,6.673217,-1.041333,4.2429385,0.0,20.447239,2.813438
China, Shenzhen,2023-12-23 00:00:00+00:00,22.5415,114.0596,12.915501,5.7155,8.482167,8.789779,1.8006468,4.3854938,0.2,16.595179,2.0604818
China, Shenzhen,2023-12-24 00:00:00+00:00,22.5415,114.0596,17.3655,6.8155003,11.688416,13.057819,2.6650796,7.5212574,0.0,18.692286,3.5362794
China, Shenzhen,2023-12-25 00:00:00+00:00,22.5415,114.0596,18.8155,8.4655,12.95925,15.390961,3.809927,10.264809,0.0,15.530151,2.949814
China, Shenzhen,2023-12-26 00:00:00+00:00,22.5415,114.0596,21.4655,10.6155,15.734252,18.865004,7.8677454,13.964679,0.1,12.904882,2.9138858
China, Shenzhen,2023-12-27 00:00:00+00:00,22.5415,114.0596,24.1155,13.3155,19.12592,22.770496,11.19279,18.211483,0.0,11.27553,2.7572134
China, Shenzhen,2023-12-28 00:00:00+00:00,22.5415,114.0596,26.015501,15.3155,19.669668,25.391638,15.682802,19.726994,0.1,12.57426,2.9013295
China, Shenzhen,2023-12-29 00:00:00+00:00,22.5415,114.0596,24.765501,15.5655,19.473833,24.73015,15.986753,19.612284,0.3,12.303366,2.9140148
China, Shenzhen,2023-12-30 00:00:00+00:00,22.5415,114.0596,25.7155,16.765501,21.098833,25.926355,16.95427,22.147865,0.6,11.726277,2.6948583
China, Shenzhen,2023-12-31 00:00:00+00:00,22.5415,114.0596,28.9155,17.6655,22.25717,29.610905,16.469442,22.263313,0.0,17.414476,3.7004802
China, Shenzhen,2024-01-01 00:00:00+00:00,22.5415,114.0596,24.6155,15.5655,19.315504,24.472034,13.51688,18.44196,0.0,18.331741,3.2758436
China, Shenzhen,2024-01-02 00:00:00+00:00,22.5415,114.0596,21.8155,14.0655,18.113417,20.698317,12.178658,17.351706,0.0,17.313717,3.0327325
China, Shenzhen,2024-01-03 00:00:00+00:00,22.5415,114.0596,21.9655,10.665501,15.83842,19.115282,7.3245783,12.525211,0.0,20.833395,4.02503
China, Shenzhen,2024-01-04 00:00:00+00:00,22.5415,114.0596,20.2155,11.8155,15.796752,19.07065,8.401541,14.463445,0.0,15.978486,2.787398
China, Shenzhen,2024-01-05 00:00:00+00:00,22.5415,114.0596,26.7155,13.8155,18.361334,25.979555,13.930998,18.504263,0.0,12.979984,2.9452631
China, Shenzhen,2024-01-06 00:00:00+00:00,22.5415,114.0596,25.8155,14.3155,19.713419,26.350733,14.23164,20.219076,0.0,12.413477,2.5998342
China, Shenzhen,2024-01-07 00:00:00+00:00,22.5415,114.0596,23.8655,15.165501,18.913416,22.332235,13.673302,17.685928,0.0,20.948164,3.301139
China, Shenzhen,2024-01-08 00:00:00+00:00,22.5415,114.0596,23.3155,15.415501,19.03425,22.378809,14.047741,18.801023,1.7,19.134262,2.929103
China, Shenzhen,2024-01-09 00:00:00+00:00,22.5415,114.0596,25.5655,14.8155,20.188417,25.662746,12.922415,20.480824,0.2,17.581125,2.890045
China, Shenzhen,2024-01-10 00:00:00+00:00,22.5415,114.0596,24.4655,14.1155,19.153002,22.452574,11.422682,16.955296,0.0,19.881649,4.204793
China, Shenzhen,2024-01-11 00:00:00+00:00,22.5415,114.0596,22.015501,14.2655,17.832167,21.45028,12.037952,17.145077,0.0,13.237039,2.487133
China, Shenzhen,2024-01-12 00:00:00+00:00,22.5415,114.0596,25.015501,15.0155,18.3905,24.494888,13.827225,18.062994,0.0,11.753877,2.699041
China, Shenzhen,2024-01-13 00:00:00+00:00,22.5415,114.0596,23.4155,15.665501,18.62383,19.799755,14.351181,16.59263,0.0,16.700275,3.365313
China, Shenzhen,2024-01-14 00:00:00+00:00,22.5415,114.0596,24.8155,14.5155,19.373835,24.217983,14.781282,19.041273,0.0,13.779114,2.8998983
China, Shenzhen,2024-01-15 00:00:00+00:00,22.5415,114.0596,26.6655,14.9655,19.842583,25.55498,12.900597,18.413984,0.0,22.101183,3.9192924
China, Shenzhen,2024-01-16 00:00:00+00:00,22.5415,114.0596,22.1155,14.5655,17.798834,21.00927,13.060484,16.78457,0.0,20.880001,3.0884254
China, Shenzhen,2024-01-17 00:00:00+00:00,22.5415,114.0596,23.8155,15.6155,19.453001,23.125643,14.265627,19.132034,0.0,17.313717,2.8997254
China, Shenzhen,2024-01-18 00:00:00+00:00,22.5415,114.0596,26.265501,16.3155,20.569666,26.440542,16.90371,21.245657,0.6,15.315873,3.0107899
China, Shenzhen,2024-01-19 00:00:00+00:00,22.5415,114.0596,26.4655,16.4655,20.542582,26.871826,17.33885,20.6798,0.0,19.386593,3.568131
China, Shenzhen,2024-01-20 00:00:00+00:00,22.5415,114.0596,25.8655,11.165501,18.950918,25.921335,8.047276,17.619143,0.0,16.831684,3.3649533
China, Shenzhen,2024-01-21 00:00:00+00:00,22.5415,114.0596,21.9655,11.665501,17.384249,20.37031,8.479193,14.908435,0.0,16.595179,3.3814936
China, Shenzhen,2024-01-22 00:00:00+00:00,22.5415,114.0596,14.9655,3.9155,9.359249,10.6797905,-0.8555355,4.5862546,4.1,24.482647,2.3477604
China, Shenzhen,2024-01-23 00:00:00+00:00,22.5415,114.0596,7.3155003,1.9155,4.880083,2.8669872,-2.8963203,-0.027123043,2.9,22.461807,1.4404781
China, Shenzhen,2024-01-24 00:00:00+00:00,22.5415,114.0596,12.2655,2.5655,8.123834,8.420171,-2.4347372,4.068673,0.0,15.646544,2.6707182
China, Shenzhen,2024-01-25 00:00:00+00:00,22.5415,114.0596,14.915501,6.8655005,10.7405,12.071512,2.930605,7.4487863,0.0,12.864649,2.2209864
China, Shenzhen,2024-01-26 00:00:00+00:00,22.5415,114.0596,16.9655,8.4655,13.713416,14.213615,4.6421432,11.055013,0.0,13.493999,2.5565574
China, Shenzhen,2024-01-27 00:00:00+00:00,22.5415,114.0596,17.4155,8.915501,12.950915,15.892397,6.1692715,10.552081,2.4,15.021105,1.9736274
China, Shenzhen,2024-01-28 00:00:00+00:00,22.5415,114.0596,17.3155,9.415501,13.038417,15.746067,7.0485926,11.236102,0.70000005,14.4,1.9251986
China, Shenzhen,2024-01-29 00:00:00+00:00,22.5415,114.0596,18.4655,12.6155,16.390501,17.988811,11.208362,16.118834,0.0,13.324863,1.3290865
China, Shenzhen,2024-01-30 00:00:00+00:00,22.5415,114.0596,24.2155,17.265501,19.69467,25.415276,17.04976,20.610926,0.0,12.979984,2.0439012
China, Shenzhen,2024-01-31 00:00:00+00:00,22.5415,114.0596,25.515501,18.6155,21.086332,26.466713,19.704473,22.817736,0.4,15.30741,2.3143573
China, Shenzhen,2024-02-01 00:00:00+00:00,22.5415,114.0596,26.5655,19.6155,22.188416,28.591602,22.444553,24.754473,0.4,13.551501,2.6105266
China, Shenzhen,2024-02-02 00:00:00+00:00,22.5415,114.0596,28.015501,18.7155,22.321749,30.036552,19.515366,23.762445,0.1,19.011953,2.9573636
China, Shenzhen,2024-02-03 00:00:00+00:00,22.5415,114.0596,26.015501,18.765501,20.884249,27.851215,18.947609,21.920965,0.0,17.057314,2.84036
China, Shenzhen,2024-02-04 00:00:00+00:00,22.5415,114.0596,22.9155,14.0155,19.6155,25.165188,11.634262,20.54951,1.2,16.563911,1.4490215
China, Shenzhen,2024-02-05 00:00:00+00:00,22.5415,114.0596,23.015501,13.7655,19.130083,23.296394,11.473858,19.049109,0.0,17.873556,1.9305952
China, Shenzhen,2024-02-06 00:00:00+00:00,22.5415,114.0596,23.3155,14.6155,19.305084,24.355736,13.594122,19.416014,0.6,20.431387,2.698365
China, Shenzhen,2024-02-07 00:00:00+00:00,22.5415,114.0596,16.4655,9.165501,12.578,15.378513,5.8440943,10.437892,2.0,18.668005,1.2686735
China, Shenzhen,2024-02-08 00:00:00+00:00,22.5415,114.0596,12.7655,8.1655,10.257168,10.837066,4.849167,7.7297764,3.0,14.773164,1.1907219
China, Shenzhen,2024-02-09 00:00:00+00:00,22.5415,114.0596,14.5155,8.2155,11.290502,12.455746,4.9586363,9.0036125,1.0,15.315873,1.55727
China, Shenzhen,2024-02-10 00:00:00+00:00,22.5415,114.0596,19.4155,9.415501,13.632165,18.221996,6.7535524,12.069823,0.0,14.186923,3.0909815
China, Shenzhen,2024-02-11 00:00:00+00:00,22.5415,114.0596,22.765501,11.165501,16.292585,20.708965,8.134932,14.113864,0.0,14.565548,4.176369
China, Shenzhen,2024-02-12 00:00:00+00:00,22.5415,114.0596,21.4655,13.9655,16.69675,18.126451,10.063373,14.3557825,0.0,22.55106,4.1757936
China, Shenzhen,2024-02-13 00:00:00+00:00,22.5415,114.0596,24.515501,15.4655,18.921747,25.08634,14.082029,18.762844,0.0,15.517629,3.521665
China, Shenzhen,2024-02-14 00:00:00+00:00,22.5415,114.0596,25.6655,15.3655,19.873835,25.93662,16.189333,20.686935,0.1,13.479583,3.2981184
China, Shenzhen,2024-02-15 00:00:00+00:00,22.5415,114.0596,27.3655,14.4655,21.092583,28.733032,13.012817,21.585236,0.0,14.830076,3.879136
China, Shenzhen,2024-02-16 00:00:00+00:00,22.5415,114.0596,26.1155,15.3655,20.030085,27.321135,13.782312,19.66378,0.0,18.359999,3.564679
China, Shenzhen,2024-02-17 00:00:00+00:00,22.5415,114.0596,25.3155,17.8155,20.969667,26.291687,16.93004,21.522177,0.0,18.228943,3.4490662
China, Shenzhen,2024-02-18 00:00:00+00:00,22.5415,114.0596,27.8655,19.765501,22.91342,27.436356,21.555191,24.5372,0.0,20.907913,3.5440643
China, Shenzhen,2024-02-19 00:00:00+00:00,22.5415,114.0596,26.7155,20.6655,23.08425,27.916634,23.152472,25.352148,0.4,16.75064,2.3118906
China, Shenzhen,2024-02-20 00:00:00+00:00,22.5415,114.0596,28.0655,20.9655,24.190504,29.499023,23.292221,26.340736,0.90000004,24.57511,3.409783
China, Shenzhen,2024-02-21 00:00:00+00:00,22.5415,114.0596,28.7155,21.265501,24.213417,30.289333,24.362017,26.801947,0.0,20.211363,3.879224
China, Shenzhen,2024-02-22 00:00:00+00:00,22.5415,114.0596,28.0655,15.3155,22.588415,30.434631,12.867491,23.912489,0.8,16.78156,3.0037081
China, Shenzhen,2024-02-23 00:00:00+00:00,22.5415,114.0596,24.5655,12.9655,18.225916,24.76516,10.215357,16.522387,0.0,15.696165,3.4178457
China, Shenzhen,2024-02-24 00:00:00+00:00,22.5415,114.0596,22.015501,12.0655,16.115501,21.253218,8.907808,14.389516,0.2,15.7908325,2.8051012
China, Shenzhen,2024-02-25 00:00:00+00:00,22.5415,114.0596,17.4655,11.3655,14.146751,15.727522,8.694156,12.032697,0.0,14.332341,2.1468306
China, Shenzhen,2024-02-26 00:00:00+00:00,22.5415,114.0596,23.8655,11.665501,16.696749,24.02711,8.587373,15.369041,0.0,14.529915,3.0756793
China, Shenzhen,2024-02-27 00:00:00+00:00,22.5415,114.0596,21.9655,11.8655,16.936335,21.317833,8.817742,15.799756,0.1,16.09969,3.0915995
China, Shenzhen,2024-02-28 00:00:00+00:00,22.5415,114.0596,23.515501,15.8155,19.580084,23.859184,14.425377,20.100443,0.1,17.294992,2.2658417
China, Shenzhen,2024-02-29 00:00:00+00:00,22.5415,114.0596,23.7155,10.0155,15.919667,26.48615,6.311817,14.424684,1.7,20.883104,2.1136622
China, Shenzhen,2024-03-01 00:00:00+00:00,22.5415,114.0596,13.3155,7.5655003,10.336333,9.911001,4.1822987,6.9284024,2.9,17.727943,1.6969457
China, Shenzhen,2024-03-02 00:00:00+00:00,22.5415,114.0596,14.7155,7.7655,11.832169,13.692635,4.641945,9.9293585,0.70000005,13.684735,1.4477144
China, Shenzhen,2024-03-03 00:00:00+00:00,22.5415,114.0596,19.6155,11.915501,17.657167,19.437138,9.956516,16.900345,1.6000001,23.686249,1.8838618
